latency,time,GPU1,GPU2,latency_sub,fps,time_sub,time_rel
28.9648,24895.3574,26.2637,26.8281,,,,
29.3614,24924.7188,26.4571,27.2207,,,,
30.0195,24954.7383,26.2989,27.3223,,,,
29.0547,24983.793,26.0391,27.0059,,,,
29.1113,25012.9043,26.6523,27.045,,,,
29.9492,25042.8535,26.5,27.2265,,,,
29.4004,25072.2539,26.0742,27.3574,,,,
29.0117,25101.2656,26.3574,27.0391,,,,
29.7871,25131.0527,26.25,27.0059,,,,
29.2657,25160.3184,26.3496,27.1035,,,,
29.2089,25189.5273,26.4375,26.9844,,,,
30.5137,25220.041,26.6621,27.541,,,,
29.3613,25249.4023,26.6074,27.3418,,,,
29.0899,25278.4922,26.0137,26.9766,,,,
30.0937,25308.5859,26.7227,27.2422,,,,
29.3575,25337.9434,26.1231,27.3144,,,,
29.3086,25367.252,26.0625,27.2032,,,,
30.3964,25397.6484,26.5664,27.3184,,,,
29.1758,25426.8242,26.1015,27.0527,,,,
29.0977,25455.9219,26.0898,27.0195,,,,
30.4277,25486.3496,26.8868,26.957,,,,
29.3047,25515.6543,26.3711,27.3476,,,,
29.5742,25545.2285,26.3613,27.4531,,,,
30.8926,25576.1211,26.3671,27.0938,,,,
29.0957,25605.2168,26.4121,27.0566,,,,
29.1445,25634.3613,26.1719,27.0274,,,,
29.7364,25664.0977,26.0078,26.9903,,,,
29.2461,25693.3438,26.5156,27.3027,,,,
29.3437,25722.6875,26.4687,27.1953,,,,
30.002,25752.6895,26.0684,27.207,,,,
29.2128,25781.9023,26.4765,27.1328,,,,
29.1094,25811.0117,26.1055,26.9668,,,,
30.0528,25841.0645,26.1777,27.3105,,,,
29.0039,25870.0684,26.3125,26.9785,,,,
29.2168,25899.2852,26.4102,27.1504,,,,
29.9003,25929.1855,26.539,27.084,,,,
29.2364,25958.4219,26.4805,27.045,,,,
29.1211,25987.543,26.414,26.8554,,,,
29.9043,26017.4473,26.2285,27.1582,,,,
29.2734,26046.7207,26.2695,27.2988,,,,
28.8848,26075.6055,26.5175,26.8418,,,,
29.7949,26105.4004,26.2461,26.8848,,,,
29.3359,26134.7363,26.0175,27.1504,,,,
29.1934,26163.9297,26.5489,27.0234,,,,
30.0039,26193.9336,26.2305,27.2715,,,,
29.3203,26223.2539,26.166,27.3809,,,,
29.3496,26252.6035,26.3886,27.2168,,,,
29.9942,26282.5977,26.5879,27.1582,,,,
29.3632,26311.9609,26.3867,27.2149,,,,
29.334,26341.2949,26.1933,27.2539,,,,
29.8203,26371.1152,26.6269,26.9824,,,,
29.0938,26400.209,26.1856,26.9942,,,,
29.0078,26429.2168,26.0508,26.8867,,,,
29.8613,26459.0781,26.6993,26.8046,,,,
29.4199,26488.498,26.5762,27.1914,,,,
29.2071,26517.7051,26.6777,27.1836,,,,
31.0019,26548.707,26.2988,27.4941,,,,
28.7989,26577.5059,26.3105,26.8476,,,,
29.1464,26606.6523,25.8672,27.0019,,,,
29.9473,26636.5996,26.3223,26.9043,,,,
28.8359,26665.4355,26.3574,26.7285,,,,
29.3204,26694.7559,26.4532,27.0762,,,,
31.0996,26725.8555,26.416,27.4726,,,,
29.1289,26754.9844,26.5234,27.2089,,,,
29.1758,26784.1602,26.4062,27.0098,,,,
30.0332,26814.1934,26.0879,26.9746,,,,
29.3203,26843.5137,26.1387,27.0137,,,,
29.2539,26872.7676,25.875,27.0528,,,,
30.0156,26902.7832,26.0958,27.211,,,,
29.1367,26931.9199,26.2911,27.1699,,,,
29.1953,26961.1152,26.4766,27.0313,,,,
29.7559,26990.8711,26.1953,26.9258,,,,
29.3535,27020.2246,26.4844,27.2481,,,,
29.0977,27049.3223,26.4141,27.0137,,,,
29.7324,27079.0547,26.6406,26.9688,,,,
29.5215,27108.5762,26.4707,27.2266,,,,
29.457,27138.0332,26.6524,27.4434,,,,
30.0996,27168.1328,26.5566,27.1328,,,,
29.082,27197.2148,25.955,26.9883,,,,
29.2071,27226.4219,26.6035,27.0566,,,,
29.7715,27256.1934,26.0489,26.8946,,,,
29.1445,27285.3379,25.9805,27.2149,,,,
29.4941,27314.832,26.1641,27.2988,,,,
30.2305,27345.0625,25.9746,27.2832,,,,
29.166,27374.2285,26.1993,27.0254,,,,
29.2578,27403.4863,26.2441,27.1406,,,,
29.9395,27433.4258,26.7343,27.1211,,,,
28.9121,27462.3379,26.2011,26.8868,,,,
29.7832,27492.1211,25.8183,27.6777,,,,
30.6855,27522.8066,26.4922,27.4492,,,,
29.3301,27552.1367,26.1465,27.1875,,,,
29.166,27581.3027,26.0117,26.9942,,,,
30.1661,27611.4688,26.4825,27.1309,,,,
29.5332,27641.002,26.1973,27.1777,,,,
29.4082,27670.4102,26.0625,27.2012,,,,
30.5293,27700.9395,26.4043,26.8379,,,,
29.457,27730.3965,26.4648,27.2422,,,,
29.1133,27759.5098,26.127,27.0195,,,,
30.291,27789.8008,26.0683,27.168,,,,
29.0898,27818.8906,26.3106,27.0078,,,,
29.461,27848.3516,25.9317,27.1855,,,,
34.9511,27883.3027,25.9492,31.7539,,,,
627.2422,28510.5449,26.7089,52.3067,,,,
40.7754,28551.3203,33.959,38.0801,,,,
41.1289,28592.4492,34.041,38.4082,,,,
41.5606,28634.0098,34.7793,38.1778,,,,
39.7304,28673.7402,34.2618,37.4882,,,,
40.3125,28714.0527,35.1816,37.9512,,,,
40.7539,28754.8066,34.9844,37.6777,,,,
40.4571,28795.2637,34.8321,38.1973,,,,
40.0801,28835.3438,34.6054,37.832,,,,
41.5156,28876.8594,35.0468,37.8985,,,,
40.914,28917.7734,34.7636,38.7266,,,,
40.1211,28957.8945,34.541,37.7636,,,,
40.9825,28998.877,35.0821,37.9062,,,,
42.3535,29041.2305,34.7735,40.2461,,,,
40.3554,29081.5859,34.6485,37.8106,,,,
41.4746,29123.0605,35.1016,38.209,,,,
40.8692,29163.9297,34.4707,38.6914,,,,
42.2754,29206.2051,34.9004,40.0234,,,,
40.5254,29246.7305,34.8555,37.4062,,,,
40.6523,29287.3828,34.4453,38.2285,,,,
39.9453,29327.3281,34.8848,37.4824,,,,
41.2774,29368.6055,34.8339,38.1387,,,,
40.4648,29409.0703,34.4063,38.1562,,,,
40.5567,29449.627,34.9747,38.2891,,,,
41.7968,29491.4238,34.8183,38.1973,,,,
41.1231,29532.5469,34.4727,38.7031,,,,
39.748,29572.2949,34.8046,37.5391,,,,
41.5137,29613.8086,34.7598,38.1797,,,,
40.1914,29654,34.4942,37.8516,,,,
40.5332,29694.5332,34.8574,38.2188,,,,
42.5938,29737.127,34.8437,39.623,,,,
39.9257,29777.0527,34.4063,37.791,,,,
40.3672,29817.4199,34.8359,38.1133,,,,
41.377,29858.7969,34.7422,37.9375,,,,
41.9863,29900.7832,34.8418,39.8652,,,,
39.9336,29940.7168,34.8379,37.7637,,,,
41.1523,29981.8691,34.4238,38.2226,,,,
39.8497,30021.7188,35.0743,37.6407,,,,
40.9433,30062.6621,34.9375,38.7539,,,,
40.6914,30103.3535,34.5058,37.8203,,,,
40.3731,30143.7266,34.9824,38.2441,,,,
40.9453,30184.6719,34.791,38.6407,,,,
40.8711,30225.543,34.3906,37.8242,,,,
39.9668,30265.5098,35.2422,37.918,,,,
41.0351,30306.5449,34.875,38.8653,,,,
41.6797,30348.2246,34.4883,38.666,,,,
40.1387,30388.3633,34.7871,37.9648,,,,
40.7265,30429.0898,34.7832,38.5235,,,,
41.2696,30470.3594,34.4121,37.8438,,,,
40.0293,30510.3887,34.7539,37.9688,,,,
40.7734,30551.1621,34.8105,38.502,,,,
41.2031,30592.3652,34.3496,38.252,,,,
39.9922,30632.3574,34.9043,37.9121,,,,
40.0508,30672.4082,34.7422,37.8301,,,,
40.7441,30713.1523,34.4786,37.7089,,,,
40.0137,30753.166,34.7597,37.8789,,,,
40.6797,30793.8457,34.914,38.4902,,,,
41.4473,30835.293,34.5117,38.5371,,,,
41.1015,30876.3945,35.0137,38.8614,,,,
41.0801,30917.4746,34.8398,38.6543,,,,
40.8399,30958.3145,34.2949,37.9063,,,,
40.3457,30998.6602,34.8457,38.2071,,,,
40.6836,31039.3438,34.7363,38.4414,,,,
40.9062,31080.25,34.1777,37.8672,,,,
39.9668,31120.2168,34.8887,37.7988,,,,
41.084,31161.3008,34.8438,38.8242,,,,
40.5781,31201.8789,34.4063,37.6524,,,,
40.8574,31242.7363,34.9687,38.5684,,,,
42.5391,31285.2754,34.8125,40.1816,,,,
41.0898,31326.3652,34.3672,38.1855,,,,
40.125,31366.4902,34.7812,37.9903,,,,
39.8555,31406.3457,34.6523,37.5313,,,,
42.2969,31448.6426,34.3164,39.125,,,,
42.2187,31490.8613,34.8711,39.8379,,,,
40.5449,31531.4062,34.3614,38.2929,,,,
41.2598,31572.666,35.041,38.2226,,,,
41.6738,31614.3398,34.9004,39.4434,,,,
39.6719,31654.0117,34.3946,37.3691,,,,
40.5586,31694.5703,34.8555,37.6309,,,,
39.8535,31734.4238,34.8223,37.7246,,,,
40.6035,31775.0273,34.3985,38.0879,,,,
41.334,31816.3613,34.7598,38.2481,,,,
40.377,31856.7383,34.7129,38.1426,,,,
41.3144,31898.0527,34.5762,39.0059,,,,
42.7559,31940.8086,34.8457,39.6407,,,,
40.8496,31981.6582,34.9707,38.5273,,,,
41.8809,32023.5391,34.4688,39.5938,,,,
40.8086,32064.3477,35.0801,37.8965,,,,
42.5488,32106.8965,34.4863,40.3554,,,,
40.6582,32147.5547,34.6133,38.1485,,,,
43.9355,32191.4902,34.8926,39.9375,,,,
41.9649,32233.4551,34.459,39.7871,,,,
43.6699,32277.125,34.8711,40.4668,,,,
40.8145,32317.9395,34.3868,38.1758,,,,
41.5996,32359.5391,34.8731,39.2129,,,,
41.0859,32400.625,34.6797,38.0664,,,,
40.3672,32440.9922,34.6172,38.2539,,,,
40.582,32481.5742,34.7208,38.0625,,,,
41.8125,32523.3867,34.9219,38.7227,,,,
40.1778,32563.5645,34.5196,38.041,,,,
41.3437,32604.9082,34.9493,39.0625,,,,
42.8027,32647.7109,34.9296,39.6778,,,,
40.5079,32688.2188,34.8867,38.2637,,,,
40.5332,32728.752,34.9219,38.2852,,,,
40.7519,32769.5039,34.3437,37.7715,,,,
40.8281,32810.332,35.0195,38.5937,,,,
40.2305,32850.5625,34.8633,37.8008,,,,
40.9219,32891.4844,34.4766,37.9063,,,,
39.8008,32931.2852,35.0938,37.6094,,,,
41.621,32972.9062,34.6953,39.3516,,,,
41.129,33014.0352,34.3867,37.7852,,,,
41.4726,33055.5078,35.082,39.2422,,,,
40.4922,33096,34.9297,38.2304,,,,
40.7031,33136.7031,34.5782,37.75,,,,
40.2696,33176.9727,34.8359,37.9531,,,,
40.832,33217.8047,34.7227,38.4687,,,,
40.5391,33258.3438,34.3554,37.5938,,,,
40.1874,33298.5312,34.7578,38.086,,,,
39.6876,33338.2188,34.8945,37.4414,,,,
41.4257,33379.6445,34.5625,38.164,,,,
40.1914,33419.8359,35.1016,38.0273,,,,
40.1719,33460.0078,34.7383,37.9649,,,,
40.8516,33500.8594,34.4219,37.8632,,,,
41.125,33541.9844,34.9062,38.8164,,,,
40.1914,33582.1758,34.7539,37.8867,,,,
40.7773,33622.9531,34.5664,37.9101,,,,
40.0977,33663.0508,34.9023,37.9805,,,,
40.8515,33703.9023,34.9336,38.4063,,,,
43.1211,33747.0234,34.5664,40.0898,,,,
40.8946,33787.918,35.1016,38.7969,,,,
40.6484,33828.5664,34.9336,38.4375,,,,
42.0274,33870.5938,34.4453,38.7539,,,,
40.3242,33910.918,34.7539,38.043,,,,
40.0273,33950.9453,34.418,37.7461,,,,
41.2617,33992.207,34.4297,38.3633,,,,
40.6172,34032.8242,35.0234,38.4062,,,,
42.4375,34075.2617,34.8164,40.0039,,,,
41.1602,34116.4219,34.6836,38.2852,,,,
41.957,34158.3789,34.8516,39.8359,,,,
40.3359,34198.7148,34.4258,37.8711,,,,
41.375,34240.0898,34.7657,38.086,,,,
40.5704,34280.6602,34.707,38.3828,,,,
40.4218,34321.082,34.3789,38.1914,,,,
40.9063,34361.9883,35.0468,37.9375,,,,
39.9609,34401.9492,34.8047,37.7617,,,,
40.336,34442.2852,34.6524,37.9453,,,,
43.3281,34485.6133,35.0508,40.3204,,,,
40.4805,34526.0938,34.6641,38.3164,,,,
40.4765,34566.5703,34.5117,38.2461,,,,
41.168,34607.7383,34.6875,38.0039,,,,
40.3125,34648.0508,35.039,38.2227,,,,
40.9375,34688.9883,34.418,38.6718,,,,
40.6211,34729.6094,34.9023,37.5782,,,,
40.4687,34770.0781,34.7852,38.1446,,,,
41.2071,34811.2852,34.2383,38.7851,,,,
41.496,34852.7812,34.9219,38.5742,,,,
40.1602,34892.9414,34.9375,37.9844,,,,
41.2578,34934.1992,34.6016,38.9492,,,,
41.875,34976.0742,34.8007,38.5664,,,,
40.8399,35016.9141,34.4415,38.5547,,,,
39.6953,35056.6094,35.0196,37.5469,,,,
42.2812,35098.8906,34.9687,39.0703,,,,
41.4766,35140.3672,34.7461,39.2421,,,,
41.664,35182.0312,34.7344,39.4922,,,,
41.3243,35223.3555,35.0546,38.1992,,,,
39.7734,35263.1289,34.3711,37.7266,,,,
40.7383,35303.8672,34.8945,38.2891,,,,
42.8516,35346.7188,34.8164,38.7929,,,,
40.6289,35387.3477,34.4882,38.2969,,,,
40.6328,35427.9805,35.0078,38.418,,,,
41.6328,35469.6133,34.7109,38.4883,,,,
40.9805,35510.5938,34.4922,38.8359,,,,
39.8437,35550.4375,34.9062,37.5938,,,,
40.9492,35591.3867,34.6407,37.9531,,,,
40.9531,35632.3398,34.6602,38.7305,,,,
40.5938,35672.9336,34.7148,38.2422,,,,
41.5469,35714.4805,34.4805,38.3867,,,,
41.7148,35756.1953,34.711,39.6328,,,,
40.8242,35797.0195,34.7734,38.6172,,,,
42.293,35839.3125,34.4571,39.2383,,,,
40.9648,35880.2773,34.9844,38.7735,,,,
40.4883,35920.7656,34.8242,38.3164,,,,
42.6133,35963.3789,34.3398,39.6446,,,,
39.9766,36003.3555,34.8164,37.7031,,,,
42.1953,36045.5508,34.5312,39.9883,,,,
40.6797,36086.2305,34.3945,37.7696,,,,
40.3828,36126.6133,34.9335,38.3047,,,,
40.5664,36167.1797,34.5391,38.2304,,,,
41.3125,36208.4922,34.5938,38.2578,,,,
40.6758,36249.168,34.9101,38.5156,,,,
40.2968,36289.4648,34.6562,37.9688,,,,
41.5118,36330.9766,34.875,38.4258,,,,
40.1523,36371.1289,34.9492,37.8945,,,,
40.4805,36411.6094,34.3789,38.2578,,,,
41.0234,36452.6328,35.0156,38.0937,,,,
40.3477,36492.9805,34.7187,38.2734,,,,
40.9062,36533.8867,34.9063,38.4688,,,,
40.7266,36574.6133,34.5546,37.7891,,,,
40.6367,36615.25,34.8711,38.543,,,,
40.8164,36656.0664,34.7383,38.6562,,,,
41.5859,36697.6523,34.9804,38.582,,,,
40.7461,36738.3984,34.7344,38.5312,,,,
40.6641,36779.0625,34.3906,38.5156,,,,
41.1875,36820.25,34.836,38.3086,,,,
41.2148,36861.4648,34.9141,39.0234,,,,
40.5782,36902.043,34.3554,38.2266,,,,
41.375,36943.418,35.0274,38.5234,,,,
39.9804,36983.3984,34.7852,37.8945,,,,
40.0352,37023.4336,34.5039,37.836,,,,
40.8476,37064.2812,34.8633,37.7617,,,,
40.418,37104.6992,34.6875,38.1406,,,,
40.5742,37145.2734,34.414,38.1211,,,,
42.5078,37187.7812,34.9297,39.4843,,,,
39.8399,37227.6211,34.7851,37.5742,,,,
40.2656,37267.8867,34.4649,38.0508,,,,
41.2031,37309.0898,34.8946,38.2813,,,,
40.4063,37349.4961,34.9141,38.2735,,,,
40.5898,37390.0859,34.6093,38.418,,,,
41.7422,37431.8281,34.9219,38.7071,,,,
40.3867,37472.2148,34.918,38.3321,,,,
40.1954,37512.4102,34.5507,38.1016,,,,
42.8007,37555.2109,35.004,39.8985,,,,
40.3789,37595.5898,34.8789,38.1289,,,,
40.0157,37635.6055,34.6875,37.7735,,,,
41.2578,37676.8633,34.8906,38.418,,,,
40.1992,37717.0625,34.8281,38.1407,,,,
41.0703,37758.1328,34.457,38.7227,,,,
40.9922,37799.125,34.9492,37.9922,,,,
40.2852,37839.4102,34.8242,38.1055,,,,
40.1523,37879.5625,34.3672,37.961,,,,
40.543,37920.1055,34.9688,37.6562,,,,
40.8047,37960.9102,34.914,38.5313,,,,
40.1015,38001.0117,34.4179,37.8398,,,,
40.375,38041.3867,34.9726,37.4844,,,,
40.3906,38081.7773,34.8868,38.293,,,,
40.9532,38122.7305,34.5039,38.5586,,,,
40.5312,38163.2617,34.9922,37.5586,,,,
42.3047,38205.5664,35.0039,40.2304,,,,
40.1289,38245.6953,34.4766,37.9805,,,,
40.793,38286.4883,34.8242,37.7422,,,,
40.4648,38326.9531,34.9727,38.3438,,,,
40.7266,38367.6797,34.3086,38.5039,,,,
40.9883,38408.668,35.0821,38.1484,,,,
40.1992,38448.8672,34.7032,38.0664,,,,
41.8437,38490.7109,34.4687,39.2578,,,,
41.3985,38532.1094,34.9179,38.4297,,,,
40.4492,38572.5586,34.7031,38.3516,,,,
41.1367,38613.6953,34.4883,38.9454,,,,
41.1563,38654.8516,34.7656,38.2226,,,,
42.7343,38697.5859,34.8867,40.4375,,,,
40.4649,38738.0508,34.4336,38.2617,,,,
41.5937,38779.6445,34.8985,38.6367,,,,
40.1524,38819.7969,34.7656,37.9648,,,,
40.1172,38859.9141,34.9922,37.8008,,,,
41.3828,38901.2969,34.9414,38.4609,,,,
39.7304,38941.0273,34.7617,37.6406,,,,
42.7227,38983.75,34.5156,40.4961,,,,
41.4453,39025.1953,34.8672,37.9688,,,,
40.1914,39065.3867,34.582,37.9453,,,,
42.2617,39107.6484,34.7305,40.1172,,,,
41.6641,39149.3125,34.8672,38.0468,,,,
40.918,39190.2305,34.4336,38.4883,,,,
40.8867,39231.1172,34.8633,38.7461,,,,
43.3359,39274.4531,34.6876,39.5625,,,,
40.6289,39315.082,34.4961,38.418,,,,
40.0782,39355.1602,34.8164,37.7226,,,,
41.957,39397.1172,34.4648,39.0508,,,,
40.7031,39437.8203,34.7735,38.3516,,,,
39.5391,39477.3594,34.8281,37.3164,,,,
42.6523,39520.0117,34.5196,39.6367,,,,
40.5781,39560.5898,34.7851,38.4336,,,,
40.2618,39600.8516,34.9062,38.1406,,,,
40.8164,39641.668,34.3633,37.957,,,,
39.7929,39681.4609,34.879,37.6602,,,,
40.4219,39721.8828,35.0508,37.9805,,,,
40.9492,39762.832,34.5235,38.0117,,,,
39.8672,39802.6992,34.6992,37.7891,,,,
40.4805,39843.1797,34.8555,38.2227,,,,
42.125,39885.3047,34.7539,38.3632,,,,
40.0078,39925.3125,34.8555,37.9375,,,,
39.9883,39965.3008,34.832,37.7695,,,,
41.2344,40006.5352,34.7539,38.3359,,,,
40.039,40046.5742,34.711,37.7617,,,,
40.7891,40087.3633,34.707,38.4297,,,,
41.3789,40128.7422,34.7305,38.5117,,,,
40.3476,40169.0898,34.7422,38.3086,,,,
40.0352,40209.125,34.8633,37.7773,,,,
41.3047,40250.4297,34.7969,38.1406,,,,
40.1719,40290.6016,34.5157,38.0273,,,,
40.3125,40330.9141,34.8281,38.1719,,,,
41.414,40372.3281,34.7774,38.5195,,,,
40.6875,40413.0156,34.6289,38.4687,,,,
39.3555,40452.3711,34.9219,37.1133,,,,
42.1445,40494.5156,34.8907,38.2539,,,,
40.4571,40534.9727,34.3554,38.3399,,,,
42.8007,40577.7734,35.0196,39.9766,,,,
41.0821,40618.8555,34.5078,38.0312,,,,
39.9804,40658.8359,34.6641,37.8789,,,,
40.0508,40698.8867,34.9765,37.918,,,,
41.7422,40740.6289,34.5274,38.5196,,,,
40.3789,40781.0078,34.6367,38.1445,,,,
40.5899,40821.5977,34.8281,38.4375,,,,
41.2461,40862.8438,34.6328,38.3828,,,,
40.4101,40903.2539,34.9687,38.2774,,,,
39.6641,40942.918,34.7734,37.207,,,,
41.0468,40983.9648,34.629,38.0156,,,,
40.1094,41024.0742,34.7734,38.1445,,,,
40.2344,41064.3086,34.918,37.8203,,,,
41.9922,41106.3008,34.7343,38.2383,,,,
40.1719,41146.4727,34.9687,38.0586,,,,
39.9257,41186.3984,35.1016,37.6758,,,,
41.3243,41227.7227,34.9414,38.3984,,,,
40.7734,41268.4961,34.6445,38.5351,,,,
40.5859,41309.082,34.8867,38.1992,,,,
41.7149,41350.7969,34.6133,38.8554,,,,
41.7461,41392.543,34.6875,39.7031,,,,
40.1875,41432.7305,34.875,37.8984,,,,
40.582,41473.3125,34.6367,37.6211,,,,
39.875,41513.1875,34.8438,37.6602,,,,
40.6094,41553.7969,34.7109,38.4375,,,,
41.1211,41594.918,34.3906,37.5937,,,,
40.5429,41635.4609,34.9883,38.375,,,,
40.086,41675.5469,34.5859,37.7344,,,,
41.5312,41717.0781,34.5469,37.7656,,,,
40.8867,41757.9648,34.9844,38.7852,,,,
40.3555,41798.3203,34.7382,38.1211,,,,
42.1485,41840.4688,34.4024,39.0157,,,,
40.2148,41880.6836,34.7109,38.1641,,,,
42.0469,41922.7305,34.7461,39.9024,,,,
40.9375,41963.668,34.3711,37.9883,,,,
39.8515,42003.5195,34.7265,37.6484,,,,
40.0977,42043.6172,34.8906,37.9023,,,,
41.414,42085.0312,34.4649,38.4882,,,,
40.4844,42125.5156,34.8242,38.4023,,,,
40.8321,42166.3477,34.75,38.5234,,,,
40.9765,42207.3242,34.4453,38.1211,,,,
42.4961,42249.8203,34.8008,40.418,,,,
42.5899,42292.4102,34.8945,40.3476,,,,
40.5625,42332.9727,34.336,37.7109,,,,
42.0664,42375.0391,34.6133,39.7969,,,,
40.4492,42415.4883,34.539,38.3242,,,,
40.375,42455.8633,35.0195,37.5625,,,,
40.3672,42496.2305,34.875,38.2461,,,,
40.1836,42536.4141,34.5586,37.9257,,,,
40.6679,42577.082,34.8984,37.7852,,,,
39.9375,42617.0195,34.9024,37.8437,,,,
40.6133,42657.6328,34.5,38.5078,,,,
43.75,42701.3828,35.086,40.7266,,,,
40.0781,42741.4609,34.6055,37.8946,,,,
39.7539,42781.2148,34.543,37.621,,,,
40.2657,42821.4805,35.0234,37.336,,,,
40.0937,42861.5742,34.8204,37.9258,,,,
40.3828,42901.957,34.9687,38.0703,,,,
43.0078,42944.9648,34.7695,40.168,,,,
40.8555,42985.8203,34.8164,38.7929,,,,
40.2109,43026.0312,34.3945,38.0078,,,,
42.5313,43068.5625,34.9258,39.3398,,,,
40.6836,43109.2461,34.7929,38.6016,,,,
40.3672,43149.6133,34.4374,38.2149,,,,
41.3359,43190.9492,34.8242,38.4102,,,,
41.0664,43232.0156,34.7929,38.5391,,,,
40.4336,43272.4492,34.5234,38.2969,,,,
40.9727,43313.4219,34.9102,38.125,,,,
40.2734,43353.6953,34.9493,38.1563,,,,
42.0078,43395.7031,34.3867,39.7929,,,,
41.8321,43437.5352,34.7461,38.7422,,,,
40.1875,43477.7227,34.7422,38.1485,,,,
40.9257,43518.6484,35.0547,38.7969,,,,
40.9375,43559.5859,34.7969,38.0078,,,,
41.4453,43601.0312,34.7148,39.2188,,,,
40.7461,43641.7773,34.5117,38.5586,,,,
41.4454,43683.2227,34.9687,38.3672,,,,
41.3671,43724.5898,34.707,39.2774,,,,
40.4219,43765.0117,34.7735,38.0039,,,,
41.3008,43806.3125,34.75,38.2071,,,,
40.4219,43846.7344,34.5,38.3281,,,,
40.457,43887.1914,34.8242,38.2851,,,,
41.8398,43929.0312,34.7851,38.664,,,,
42.7735,43971.8047,34.3671,40.586,,,,
42.3047,44014.1094,34.8203,40.1601,,,,
43.4258,44057.5352,34.5429,40.5312,,,,
40.2265,44097.7617,34.6055,38.0821,,,,
40.4336,44138.1953,34.7188,38.0273,,,,
41.418,44179.6133,34.457,38.4844,,,,
40.0937,44219.707,34.9297,37.9765,,,,
40.8711,44260.5781,34.7656,38.5235,,,,
41.1914,44301.7695,34.5626,38.0937,,,,
40.0743,44341.8438,34.9375,37.9258,,,,
40.9804,44382.8242,34.8593,38.7031,,,,
41.375,44424.1992,34.3359,38.2734,,,,
40.1524,44464.3516,34.8516,37.8672,,,,
40.2461,44504.5977,34.9258,37.8828,,,,
41.9492,44546.5469,34.4609,38.6016,,,,
39.9883,44586.5352,34.8476,37.7852,,,,
40.7695,44627.3047,34.6718,38.3555,,,,
42.8008,44670.1055,34.4063,39.7031,,,,
40.1289,44710.2344,34.8242,38.0547,,,,
39.8945,44750.1289,34.6172,37.8281,,,,
41.0195,44791.1484,34.543,38.1133,,,,
39.6836,44830.832,34.8633,37.4531,,,,
40.3203,44871.1523,34.8515,38.1094,,,,
41.2579,44912.4102,34.5234,38.1836,,,,
41.1054,44953.5156,35,38.9375,,,,
40.2344,44993.75,35.0156,37.8086,,,,
40.9492,45034.6992,34.3164,37.918,,,,
40.2031,45074.9023,34.9414,38.0781,,,,
40.2461,45115.1484,34.8711,38.0859,,,,
41.1485,45156.2969,34.2969,38.0391,,,,
40.8125,45197.1094,34.9179,38.5938,,,,
39.6562,45236.7656,34.8203,37.3672,,,,
41.1602,45277.9258,34.3867,38.3008,,,,
39.6875,45317.6133,35.0117,37.5469,,,,
40.3711,45357.9844,34.75,37.9218,,,,
41.1797,45399.1641,34.4883,37.9961,,,,
39.8906,45439.0547,34.9609,37.7617,,,,
40.1797,45479.2344,34.8867,38.0039,,,,
41.5156,45520.75,34.75,37.707,,,,
39.8516,45560.6016,35.0742,37.6484,,,,
671.0351,46231.6367,34.9023,23.4141,,,,
32.0742,46263.7109,29.668,25.4649,,,,
32.3555,46296.0664,30.2422,25.043,,,,
32.9922,46329.0586,30.2774,24.6406,,,,
32.1172,46361.1758,30.3672,25.3984,,,,
32.3164,46393.4922,30.164,25.8359,,,,
32.8516,46426.3438,30.125,25.3203,,,,
32.0664,46458.4102,30.3008,25.5078,,,,
32.5117,46490.9219,30.6523,25.2305,,,,
33.8945,46524.8164,30.6368,25.8984,,,,
32.582,46557.3984,30.5898,25.1875,,,,
32.3594,46589.7578,30.0508,26.0273,,,,
32.6758,46622.4336,29.8086,25.0195,,,,
32.0781,46654.5117,30.1602,25.1602,,,,
32.4922,46687.0039,30.4922,25.9727,,,,
33.3516,46720.3555,30.5976,25.4101,,,,
32.3476,46752.7031,30.3282,24.9063,,,,
32.6641,46785.3672,30.5508,25.7695,,,,
609.9023,47395.2695,30.6328,24.2422,,,,
29.7657,47425.0352,26.0742,27.0938,,,,
29.2929,47454.3281,25.6289,26.6211,,,,
29.793,47484.1211,26.3086,26.5547,,,,
28.7617,47512.8828,26.3711,26.5898,,,,
28.9141,47541.7969,26.539,26.5352,,,,
29.7851,47571.582,26.3203,26.8476,,,,
28.9492,47600.5312,26.2031,26.8203,,,,
29.043,47629.5742,26.3203,26.5781,,,,
29.7031,47659.2773,26.5859,26.6133,,,,
28.8672,47688.1445,26.0742,26.7851,,,,
28.9883,47717.1328,26.3047,26.8359,,,,
29.793,47746.9258,26.5704,26.9141,,,,
28.75,47775.6758,26.3086,26.6601,,,,
29.1133,47804.7891,26.4257,26.7774,,,,
29.8125,47834.6016,26.6367,26.7618,,,,
28.8242,47863.4258,26.457,26.7305,,,,
29.0625,47892.4883,26.5977,26.8906,,,,
29.4297,47921.918,26.289,26.625,,,,
29.0898,47951.0078,26.168,26.9531,,,,
29.125,47980.1328,26.9375,26.7578,,,,
29.6016,48009.7344,26.2929,26.6094,,,,
29.0195,48038.7539,26.0547,26.7735,,,,
29.0938,48067.8477,26.8789,26.9805,,,,
29.6679,48097.5156,26.1876,26.7852,,,,
28.9297,48126.4453,26.1562,26.8321,,,,
28.9961,48155.4414,26.5703,26.6954,,,,
29.7774,48185.2188,26.5898,26.7617,,,,
28.8242,48214.043,25.8984,26.7187,,,,
